"","League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","PrgP_Passes","Carries_Carries","PrgC_Carries","Att_Take_Ons","Succ_Take_Ons"
"201","Premier League","2019-11-02","Premier League (Matchweek 11)","Bournemouth","4-4-2",1,1.9,"Joshua King · 45&rsquor;","4","0","Manchester United","4-2-3-1",0,0.8,"","3","0","https://fbref.com/en/matches/9e35d172/Bournemouth-Manchester-United-November-2-2019-Premier-League","Bournemouth","Home",990,1,1,0,0,13,6,4,0,546,13,19,13,2,2,1.3,22,2,286,403,71,35,314,18,13,5
"202","Premier League","2019-11-02","Premier League (Matchweek 11)","Bournemouth","4-4-2",1,1.9,"Joshua King · 45&rsquor;","4","0","Manchester United","4-2-3-1",0,0.8,"","3","0","https://fbref.com/en/matches/9e35d172/Bournemouth-Manchester-United-November-2-2019-Premier-League","Manchester United","Away",990,0,0,0,0,15,4,3,0,665,18,12,15,0.8,0.8,0.7,29,0,411,545,75.4,37,341,20,16,10
"203","Premier League","2019-11-02","Premier League (Matchweek 11)","Sheffield United","3-5-2",3,2.3,"John Lundstram · 17&rsquor; John Lundstram · 43&rsquor; John Fleck · 44&rsquor;","1","0","Burnley","4-4-2",0,0.8,"","2","0","https://fbref.com/en/matches/21606115/Sheffield-United-Burnley-November-2-2019-Premier-League","Sheffield United","Home",990,3,3,0,0,13,6,1,0,526,17,7,7,2.5,2.5,2.4,20,3,291,432,67.4,30,236,24,13,13
"204","Premier League","2019-11-02","Premier League (Matchweek 11)","Sheffield United","3-5-2",3,2.3,"John Lundstram · 17&rsquor; John Lundstram · 43&rsquor; John Fleck · 44&rsquor;","1","0","Burnley","4-4-2",0,0.8,"","2","0","https://fbref.com/en/matches/21606115/Sheffield-United-Burnley-November-2-2019-Premier-League","Burnley","Away",990,0,0,0,0,6,0,2,0,606,5,4,6,0.8,0.8,0.1,9,0,377,518,72.8,31,320,12,7,2
"205","Premier League","2019-11-02","Premier League (Matchweek 11)","Brighton & Hove Albion","4-4-2",2,2.7,"Leandro Trossard · 68&rsquor; Shane Duffy · 84&rsquor;","0","0","Norwich City","4-2-3-1",0,0.4,"","1","0","https://fbref.com/en/matches/21f39009/Brighton-and-Hove-Albion-Norwich-City-November-2-2019-Premier-League","Brighton & Hove Albion","Home",990,2,2,0,0,21,5,0,0,691,19,13,8,2.7,2.7,2,35,4,480,582,82.5,55,367,18,25,20
"206","Premier League","2019-11-02","Premier League (Matchweek 11)","Brighton & Hove Albion","4-4-2",2,2.7,"Leandro Trossard · 68&rsquor; Shane Duffy · 84&rsquor;","0","0","Norwich City","4-2-3-1",0,0.4,"","1","0","https://fbref.com/en/matches/21f39009/Brighton-and-Hove-Albion-Norwich-City-November-2-2019-Premier-League","Norwich City","Away",990,0,0,0,0,7,0,1,0,525,13,13,12,0.4,0.4,0.3,14,0,327,418,78.2,23,318,17,23,17
"207","Premier League","2019-11-02","Premier League (Matchweek 11)","Aston Villa","4-3-3",1,0.4,"Trézéguet · 21&rsquor;","1","0","Liverpool","4-3-3",2,2.4,"Andrew Robertson · 87&rsquor; Sadio Mané · 90+4&rsquor;","2","0","https://fbref.com/en/matches/2206646c/Aston-Villa-Liverpool-November-2-2019-Premier-League","Aston Villa","Home",990,1,1,0,0,4,2,1,0,416,20,13,19,0.4,0.4,0.3,6,2,151,266,56.8,16,138,8,14,5
"208","Premier League","2019-11-02","Premier League (Matchweek 11)","Aston Villa","4-3-3",1,0.4,"Trézéguet · 21&rsquor;","1","0","Liverpool","4-3-3",2,2.4,"Andrew Robertson · 87&rsquor; Sadio Mané · 90+4&rsquor;","2","0","https://fbref.com/en/matches/2206646c/Aston-Villa-Liverpool-November-2-2019-Premier-League","Liverpool","Away",990,2,2,0,0,25,6,2,0,831,17,8,8,2.5,2.5,2,46,4,573,707,81,73,522,28,14,4
"209","Premier League","2019-11-02","Premier League (Matchweek 11)","Arsenal","4-3-1-2",1,0.9,"Pierre-Emerick Aubameyang · 21&rsquor;","0","0","Wolverhampton Wanderers","3-4-3",1,1.8,"Raúl Jiménez · 76&rsquor;","2","0","https://fbref.com/en/matches/a3427b2c/Arsenal-Wolverhampton-Wanderers-November-2-2019-Premier-League","Arsenal","Home",990,1,1,0,0,10,4,0,0,718,16,7,25,0.9,0.9,0.7,17,0,497,601,82.7,49,381,24,15,10
"210","Premier League","2019-11-02","Premier League (Matchweek 11)","Arsenal","4-3-1-2",1,0.9,"Pierre-Emerick Aubameyang · 21&rsquor;","0","0","Wolverhampton Wanderers","3-4-3",1,1.8,"Raúl Jiménez · 76&rsquor;","2","0","https://fbref.com/en/matches/a3427b2c/Arsenal-Wolverhampton-Wanderers-November-2-2019-Premier-League","Wolverhampton Wanderers","Away",990,1,1,0,0,24,8,2,0,577,22,14,7,1.8,1.8,1.4,41,2,348,450,77.3,46,287,36,19,11
"211","Premier League","2019-11-02","Premier League (Matchweek 11)","West Ham United","4-1-4-1",2,1.8,"Fabián Balbuena · 73&rsquor; Robert Snodgrass · 90&rsquor;","2","0","Newcastle United","5-4-1",3,1.5,"Ciaran Clark · 16&rsquor; Federico Fernández · 22&rsquor; Jonjo Shelvey · 51&rsquor;","1","0","https://fbref.com/en/matches/ac4523c2/West-Ham-United-Newcastle-United-November-2-2019-Premier-League","West Ham United","Home",990,2,1,0,0,16,6,2,0,758,13,5,4,1.9,1.9,1,30,3,546,655,83.4,76,473,42,23,11
"212","Premier League","2019-11-02","Premier League (Matchweek 11)","West Ham United","4-1-4-1",2,1.8,"Fabián Balbuena · 73&rsquor; Robert Snodgrass · 90&rsquor;","2","0","Newcastle United","5-4-1",3,1.5,"Ciaran Clark · 16&rsquor; Federico Fernández · 22&rsquor; Jonjo Shelvey · 51&rsquor;","1","0","https://fbref.com/en/matches/ac4523c2/West-Ham-United-Newcastle-United-November-2-2019-Premier-League","Newcastle United","Away",990,3,2,0,0,12,9,1,0,415,18,10,8,1.5,1.5,1.3,16,5,185,285,64.9,22,201,18,24,16
"213","Premier League","2019-11-02","Premier League (Matchweek 11)","Manchester City","4-3-3",2,2.9,"Sergio Agüero · 70&rsquor; Kyle Walker · 86&rsquor;","3","0","Southampton","5-3-2",1,0.9,"James Ward-Prowse · 13&rsquor;","1","0","https://fbref.com/en/matches/afbdd3aa/Manchester-City-Southampton-November-2-2019-Premier-League","Manchester City","Home",990,2,1,0,0,26,4,3,0,835,9,3,5,2.9,2.9,1.8,48,4,608,740,82.2,118,604,68,34,24
"214","Premier League","2019-11-02","Premier League (Matchweek 11)","Manchester City","4-3-3",2,2.9,"Sergio Agüero · 70&rsquor; Kyle Walker · 86&rsquor;","3","0","Southampton","5-3-2",1,0.9,"James Ward-Prowse · 13&rsquor;","1","0","https://fbref.com/en/matches/afbdd3aa/Manchester-City-Southampton-November-2-2019-Premier-League","Southampton","Away",990,1,0,0,0,3,3,1,0,427,20,11,21,0.9,0.9,0.1,5,1,150,243,61.7,13,161,3,20,15
"215","Premier League","2019-11-02","Premier League (Matchweek 11)","Watford","5-4-1",1,1.3,"Gerard Deulofeu (P) · 80&rsquor;","4","0","Chelsea","4-2-3-1",2,2.1,"Tammy Abraham · 5&rsquor; Christian Pulisic · 55&rsquor;","2","0","https://fbref.com/en/matches/0b8b7f66/Watford-Chelsea-November-2-2019-Premier-League","Watford","Home",990,1,0,1,1,11,2,4,0,527,16,8,10,1.3,0.5,0.5,21,2,315,411,76.6,38,294,12,18,10
"216","Premier League","2019-11-02","Premier League (Matchweek 11)","Watford","5-4-1",1,1.3,"Gerard Deulofeu (P) · 80&rsquor;","4","0","Chelsea","4-2-3-1",2,2.1,"Tammy Abraham · 5&rsquor; Christian Pulisic · 55&rsquor;","2","0","https://fbref.com/en/matches/0b8b7f66/Watford-Chelsea-November-2-2019-Premier-League","Chelsea","Away",990,2,2,0,0,16,10,2,0,954,16,13,12,2.1,2.1,1.6,27,4,733,827,88.6,35,625,37,20,14
"217","Premier League","2019-11-03","Premier League (Matchweek 11)","Crystal Palace","4-5-1",0,0.5,"","2","0","Leicester City","4-1-4-1",2,1.1,"Çağlar Söyüncü · 57&rsquor; Jamie Vardy · 88&rsquor;","2","0","https://fbref.com/en/matches/25d28387/Crystal-Palace-Leicester-City-November-3-2019-Premier-League","Crystal Palace","Home",990,0,0,0,0,12,3,2,0,501,19,9,7,0.5,0.5,0.3,23,0,298,393,75.8,31,218,13,20,13
"218","Premier League","2019-11-03","Premier League (Matchweek 11)","Crystal Palace","4-5-1",0,0.5,"","2","0","Leicester City","4-1-4-1",2,1.1,"Çağlar Söyüncü · 57&rsquor; Jamie Vardy · 88&rsquor;","2","0","https://fbref.com/en/matches/25d28387/Crystal-Palace-Leicester-City-November-3-2019-Premier-League","Leicester City","Away",990,2,1,0,0,14,5,2,0,598,22,8,13,1.2,1.2,0.9,27,3,385,477,80.7,30,356,14,15,6
"219","Premier League","2019-11-03","Premier League (Matchweek 11)","Everton","4-1-4-1",1,1.1,"Cenk Tosun · 90+7&rsquor;","1","0","Tottenham Hotspur","4-2-3-1",1,0.6,"Dele Alli · 63&rsquor; Son Heung-min · 79&rsquor;","2","1","https://fbref.com/en/matches/efe9c8f4/Everton-Tottenham-Hotspur-November-3-2019-Premier-League","Everton","Home",990,1,1,0,0,7,3,1,0,528,26,6,9,1.1,1.1,0.6,13,2,317,435,72.9,59,324,15,19,16
"220","Premier League","2019-11-03","Premier League (Matchweek 11)","Everton","4-1-4-1",1,1.1,"Cenk Tosun · 90+7&rsquor;","1","0","Tottenham Hotspur","4-2-3-1",1,0.6,"Dele Alli · 63&rsquor; Son Heung-min · 79&rsquor;","2","1","https://fbref.com/en/matches/efe9c8f4/Everton-Tottenham-Hotspur-November-3-2019-Premier-League","Tottenham Hotspur","Away",978,1,1,0,0,5,2,2,1,610,15,11,14,0.6,0.6,0.6,9,2,384,490,78.4,20,372,8,15,7
"221","Premier League","2019-11-08","Premier League (Matchweek 12)","Norwich City","4-2-3-1",0,0.7,"","1","0","Watford","5-3-2",2,1.3,"Gerard Deulofeu · 2&rsquor; Andre Gray · 52&rsquor; Christian Kabasele · 65&rsquor;","5","1","https://fbref.com/en/matches/e92f4d2c/Norwich-City-Watford-November-8-2019-Premier-League","Norwich City","Home",990,0,0,0,0,17,5,1,0,777,18,7,17,0.7,0.7,0.3,28,0,552,653,84.5,53,551,35,31,17
"222","Premier League","2019-11-08","Premier League (Matchweek 12)","Norwich City","4-2-3-1",0,0.7,"","1","0","Watford","5-3-2",2,1.3,"Gerard Deulofeu · 2&rsquor; Andre Gray · 52&rsquor; Christian Kabasele · 65&rsquor;","5","1","https://fbref.com/en/matches/e92f4d2c/Norwich-City-Watford-November-8-2019-Premier-League","Watford","Away",964,2,1,0,0,12,2,4,1,486,25,15,13,1.3,1.3,0.7,19,4,249,340,73.2,19,264,18,22,14
"223","Premier League","2019-11-09","Premier League (Matchweek 12)","Chelsea","4-2-3-1",2,3.6,"Tammy Abraham · 52&rsquor; Christian Pulisic · 79&rsquor;","3","0","Crystal Palace","4-5-1",0,0.2,"","2","0","https://fbref.com/en/matches/99680077/Chelsea-Crystal-Palace-November-9-2019-Premier-League","Chelsea","Home",990,2,1,0,0,23,5,3,0,726,19,10,6,3.7,3.7,2.3,42,3,526,620,84.8,54,470,29,19,13
"224","Premier League","2019-11-09","Premier League (Matchweek 12)","Chelsea","4-2-3-1",2,3.6,"Tammy Abraham · 52&rsquor; Christian Pulisic · 79&rsquor;","3","0","Crystal Palace","4-5-1",0,0.2,"","2","0","https://fbref.com/en/matches/99680077/Chelsea-Crystal-Palace-November-9-2019-Premier-League","Crystal Palace","Away",990,0,0,0,0,3,1,2,0,518,19,11,12,0.2,0.2,0.2,6,0,307,405,75.8,28,226,8,18,12
"225","Premier League","2019-11-09","Premier League (Matchweek 12)","Southampton","3-4-3",1,0.9,"Danny Ings · 50&rsquor;","1","0","Everton","4-2-3-1",2,1.8,"Tom Davies · 4&rsquor; Richarlison · 75&rsquor;","1","0","https://fbref.com/en/matches/553c5b11/Southampton-Everton-November-9-2019-Premier-League","Southampton","Home",990,1,0,0,0,4,3,1,0,506,12,6,18,0.9,0.9,0,8,2,265,386,68.7,24,228,8,19,10
"226","Premier League","2019-11-09","Premier League (Matchweek 12)","Southampton","3-4-3",1,0.9,"Danny Ings · 50&rsquor;","1","0","Everton","4-2-3-1",2,1.8,"Tom Davies · 4&rsquor; Richarlison · 75&rsquor;","1","0","https://fbref.com/en/matches/553c5b11/Southampton-Everton-November-9-2019-Premier-League","Everton","Away",990,2,2,0,0,24,5,1,0,561,23,10,6,1.9,1.9,1.6,39,3,302,433,69.7,43,219,14,18,13
"227","Premier League","2019-11-09","Premier League (Matchweek 12)","Burnley","4-4-2",3,2.1,"Ashley Barnes · 11&rsquor; Chris Wood · 44&rsquor; Roberto (OG) · 54&rsquor;","2","0","West Ham United","4-4-1-1",0,0.5,"","1","0","https://fbref.com/en/matches/559f666e/Burnley-West-Ham-United-November-9-2019-Premier-League","Burnley","Home",990,2,2,0,0,14,12,2,0,467,7,8,8,2.1,2.1,1.9,22,4,233,350,66.6,19,204,16,25,14
"228","Premier League","2019-11-09","Premier League (Matchweek 12)","Burnley","4-4-2",3,2.1,"Ashley Barnes · 11&rsquor; Chris Wood · 44&rsquor; Roberto (OG) · 54&rsquor;","2","0","West Ham United","4-4-1-1",0,0.5,"","1","0","https://fbref.com/en/matches/559f666e/Burnley-West-Ham-United-November-9-2019-Premier-League","West Ham United","Away",990,0,0,0,0,7,4,1,0,597,14,12,6,0.5,0.5,0.4,14,0,371,507,73.2,30,303,18,7,4
"229","Premier League","2019-11-09","Premier League (Matchweek 12)","Newcastle United","5-4-1",2,2.4,"DeAndre Yedlin · 42&rsquor; Ciaran Clark · 52&rsquor;","2","0","Bournemouth","4-4-2",1,1.8,"Harry Wilson · 14&rsquor;","0","0","https://fbref.com/en/matches/698f846d/Newcastle-United-Bournemouth-November-9-2019-Premier-League","Newcastle United","Home",990,2,0,0,0,21,9,2,0,456,18,8,10,2.4,2.4,0.6,35,2,219,329,66.6,14,222,13,15,9
"230","Premier League","2019-11-09","Premier League (Matchweek 12)","Newcastle United","5-4-1",2,2.4,"DeAndre Yedlin · 42&rsquor; Ciaran Clark · 52&rsquor;","2","0","Bournemouth","4-4-2",1,1.8,"Harry Wilson · 14&rsquor;","0","0","https://fbref.com/en/matches/698f846d/Newcastle-United-Bournemouth-November-9-2019-Premier-League","Bournemouth","Away",990,1,1,0,0,16,4,0,0,744,14,8,8,1.8,1.8,0.4,29,2,508,620,81.9,51,386,21,21,9
"231","Premier League","2019-11-09","Premier League (Matchweek 12)","Tottenham Hotspur","4-2-3-1",1,1.8,"Son Heung-min · 58&rsquor;","2","0","Sheffield United","3-5-2",1,0.9,"George Baldock · 78&rsquor;","2","0","https://fbref.com/en/matches/ec70bb2c/Tottenham-Hotspur-Sheffield-United-November-9-2019-Premier-League","Tottenham Hotspur","Home",990,1,0,0,0,17,5,2,0,767,19,5,11,1.8,1.8,1.4,32,2,538,649,82.9,41,499,21,25,13
"232","Premier League","2019-11-09","Premier League (Matchweek 12)","Tottenham Hotspur","4-2-3-1",1,1.8,"Son Heung-min · 58&rsquor;","2","0","Sheffield United","3-5-2",1,0.9,"George Baldock · 78&rsquor;","2","0","https://fbref.com/en/matches/ec70bb2c/Tottenham-Hotspur-Sheffield-United-November-9-2019-Premier-League","Sheffield United","Away",990,1,1,0,0,14,4,2,0,556,27,10,7,0.9,0.9,0.7,23,2,308,423,72.8,28,284,13,21,12
"233","Premier League","2019-11-09","Premier League (Matchweek 12)","Leicester City","4-1-4-1",2,1.2,"Jamie Vardy · 68&rsquor; James Maddison · 75&rsquor;","1","0","Arsenal","3-4-1-2",0,1,"","1","0","https://fbref.com/en/matches/8e13e609/Leicester-City-Arsenal-November-9-2019-Premier-League","Leicester City","Home",990,2,2,0,0,19,7,1,0,654,19,11,11,1.2,1.2,1,32,4,463,535,86.5,45,400,23,17,9
"234","Premier League","2019-11-09","Premier League (Matchweek 12)","Leicester City","4-1-4-1",2,1.2,"Jamie Vardy · 68&rsquor; James Maddison · 75&rsquor;","1","0","Arsenal","3-4-1-2",0,1,"","1","0","https://fbref.com/en/matches/8e13e609/Leicester-City-Arsenal-November-9-2019-Premier-League","Arsenal","Away",990,0,0,0,0,8,1,1,0,626,18,7,11,1.1,1.1,0.9,14,0,430,524,82.1,40,382,20,20,10
"235","Premier League","2019-11-10","Premier League (Matchweek 12)","Manchester United","4-2-3-1",3,3.6,"Andreas Pereira · 17&rsquor; Scott McTominay · 19&rsquor; Marcus Rashford · 66&rsquor;","2","0","Brighton & Hove Albion","4-4-2",1,0.8,"Lewis Dunk · 64&rsquor;","5","0","https://fbref.com/en/matches/014bbabe/Manchester-United-Brighton-and-Hove-Albion-November-10-2019-Premier-League","Manchester United","Home",990,3,3,0,0,21,11,2,0,520,24,10,7,3.6,3.6,3.2,41,6,304,393,77.4,41,297,26,26,18
"236","Premier League","2019-11-10","Premier League (Matchweek 12)","Manchester United","4-2-3-1",3,3.6,"Andreas Pereira · 17&rsquor; Scott McTominay · 19&rsquor; Marcus Rashford · 66&rsquor;","2","0","Brighton & Hove Albion","4-4-2",1,0.8,"Lewis Dunk · 64&rsquor;","5","0","https://fbref.com/en/matches/014bbabe/Manchester-United-Brighton-and-Hove-Albion-November-10-2019-Premier-League","Brighton & Hove Albion","Away",990,1,1,0,0,6,2,5,0,659,28,10,16,0.8,0.8,0.8,10,1,427,538,79.4,40,339,13,16,9
"237","Premier League","2019-11-10","Premier League (Matchweek 12)","Wolverhampton Wanderers","3-4-3",2,2.4,"Rúben Neves · 41&rsquor; Raúl Jiménez · 84&rsquor;","4","0","Aston Villa","4-3-3",1,0.6,"Trézéguet · 90+2&rsquor;","3","0","https://fbref.com/en/matches/2794f89d/Wolverhampton-Wanderers-Aston-Villa-November-10-2019-Premier-League","Wolverhampton Wanderers","Home",990,2,2,0,0,17,5,4,0,554,14,11,10,2.4,2.4,0.7,31,4,334,428,78,46,292,28,32,21
"238","Premier League","2019-11-10","Premier League (Matchweek 12)","Wolverhampton Wanderers","3-4-3",2,2.4,"Rúben Neves · 41&rsquor; Raúl Jiménez · 84&rsquor;","4","0","Aston Villa","4-3-3",1,0.6,"Trézéguet · 90+2&rsquor;","3","0","https://fbref.com/en/matches/2794f89d/Wolverhampton-Wanderers-Aston-Villa-November-10-2019-Premier-League","Aston Villa","Away",990,1,0,0,0,13,4,3,0,547,20,9,8,0.6,0.6,0.4,25,2,325,429,75.8,26,283,19,24,17
"239","Premier League","2019-11-10","Premier League (Matchweek 12)","Liverpool","4-3-3",3,1.1,"Fabinho · 6&rsquor; Mohamed Salah · 13&rsquor; Sadio Mané · 51&rsquor;","0","0","Manchester City","4-2-3-1",1,1.3,"Bernardo Silva · 78&rsquor;","2","0","https://fbref.com/en/matches/47880eb7/Liverpool-Manchester-City-November-10-2019-Premier-League","Liverpool","Home",990,3,2,0,0,12,5,0,0,579,13,10,10,1.1,1.1,0.9,23,6,353,463,76.2,24,369,15,22,13
"240","Premier League","2019-11-10","Premier League (Matchweek 12)","Liverpool","4-3-3",3,1.1,"Fabinho · 6&rsquor; Mohamed Salah · 13&rsquor; Sadio Mané · 51&rsquor;","0","0","Manchester City","4-2-3-1",1,1.3,"Bernardo Silva · 78&rsquor;","2","0","https://fbref.com/en/matches/47880eb7/Liverpool-Manchester-City-November-10-2019-Premier-League","Manchester City","Away",990,1,0,0,0,18,3,2,0,673,15,10,9,1.3,1.3,1.1,33,1,445,562,79.2,55,444,30,23,19
"241","Premier League","2019-11-23","Premier League (Matchweek 13)","West Ham United","4-4-1-1",2,0.7,"Michail Antonio · 73&rsquor; Angelo Ogbonna · 90+6&rsquor;","3","0","Tottenham Hotspur","4-2-3-1",3,2.1,"Son Heung-min · 36&rsquor; Lucas Moura · 43&rsquor; Harry Kane · 49&rsquor;","2","0","https://fbref.com/en/matches/a7dc884b/West-Ham-United-Tottenham-Hotspur-November-23-2019-Premier-League","West Ham United","Home",990,2,2,0,0,11,4,3,0,571,18,5,14,0.7,0.7,0.6,21,3,351,463,75.8,39,369,19,19,12
"242","Premier League","2019-11-23","Premier League (Matchweek 13)","West Ham United","4-4-1-1",2,0.7,"Michail Antonio · 73&rsquor; Angelo Ogbonna · 90+6&rsquor;","3","0","Tottenham Hotspur","4-2-3-1",3,2.1,"Son Heung-min · 36&rsquor; Lucas Moura · 43&rsquor; Harry Kane · 49&rsquor;","2","0","https://fbref.com/en/matches/a7dc884b/West-Ham-United-Tottenham-Hotspur-November-23-2019-Premier-League","Tottenham Hotspur","Away",990,3,3,0,0,15,6,2,0,615,19,9,9,2.1,2.1,1.8,26,6,396,503,78.7,33,334,18,18,11
"243","Premier League","2019-11-23","Premier League (Matchweek 13)","Crystal Palace","4-5-1",1,1,"Wilfried Zaha · 82&rsquor;","0","0","Liverpool","4-3-3",2,1.4,"Sadio Mané · 49&rsquor; Roberto Firmino · 85&rsquor;","1","0","https://fbref.com/en/matches/0b1da656/Crystal-Palace-Liverpool-November-23-2019-Premier-League","Crystal Palace","Home",990,1,1,0,0,16,6,0,0,513,14,8,7,1,1,0.9,25,2,279,384,72.7,25,230,14,17,9
"244","Premier League","2019-11-23","Premier League (Matchweek 13)","Crystal Palace","4-5-1",1,1,"Wilfried Zaha · 82&rsquor;","0","0","Liverpool","4-3-3",2,1.4,"Sadio Mané · 49&rsquor; Roberto Firmino · 85&rsquor;","1","0","https://fbref.com/en/matches/0b1da656/Crystal-Palace-Liverpool-November-23-2019-Premier-League","Liverpool","Away",990,2,1,0,0,12,4,1,0,677,24,6,4,1.6,1.6,1,22,3,449,566,79.3,47,452,18,13,3
"245","Premier League","2019-11-23","Premier League (Matchweek 13)","Arsenal","3-4-1-2",2,1.8,"Alexandre Lacazette · 18&rsquor; Alexandre Lacazette · 90+6&rsquor;","6","0","Southampton","4-4-2",2,2.4,"Danny Ings · 8&rsquor; James Ward-Prowse · 71&rsquor;","2","0","https://fbref.com/en/matches/19a8b14e/Arsenal-Southampton-November-23-2019-Premier-League","Arsenal","Home",990,2,0,0,0,12,5,6,0,670,25,15,14,1.8,1.8,0.7,22,3,440,546,80.6,51,379,22,30,20
"246","Premier League","2019-11-23","Premier League (Matchweek 13)","Arsenal","3-4-1-2",2,1.8,"Alexandre Lacazette · 18&rsquor; Alexandre Lacazette · 90+6&rsquor;","6","0","Southampton","4-4-2",2,2.4,"Danny Ings · 8&rsquor; James Ward-Prowse · 71&rsquor;","2","0","https://fbref.com/en/matches/19a8b14e/Arsenal-Southampton-November-23-2019-Premier-League","Southampton","Away",990,2,1,0,1,20,4,2,0,493,18,16,12,2.4,1.5,1.4,34,3,258,354,72.9,35,230,19,21,13
"247","Premier League","2019-11-23","Premier League (Matchweek 13)","Bournemouth","3-4-3",1,0.6,"Simon Francis · 37&rsquor; Steve Cook · 59&rsquor;","5","1","Wolverhampton Wanderers","3-4-3",2,1.1,"João Moutinho · 21&rsquor; Raúl Jiménez · 31&rsquor;","1","0","https://fbref.com/en/matches/219643bc/Bournemouth-Wolverhampton-Wanderers-November-23-2019-Premier-League","Bournemouth","Home",936,1,1,0,0,9,2,4,1,578,9,12,8,0.6,0.6,0.5,16,2,383,487,78.6,32,390,11,14,9
"248","Premier League","2019-11-23","Premier League (Matchweek 13)","Bournemouth","3-4-3",1,0.6,"Simon Francis · 37&rsquor; Steve Cook · 59&rsquor;","5","1","Wolverhampton Wanderers","3-4-3",2,1.1,"João Moutinho · 21&rsquor; Raúl Jiménez · 31&rsquor;","1","0","https://fbref.com/en/matches/219643bc/Bournemouth-Wolverhampton-Wanderers-November-23-2019-Premier-League","Wolverhampton Wanderers","Away",990,2,1,0,0,18,7,1,0,662,11,6,14,1.1,1.1,0.8,29,4,467,556,84,40,322,19,11,7
"249","Premier League","2019-11-23","Premier League (Matchweek 13)","Everton","4-2-3-1",0,0.9,"","3","0","Norwich City","4-2-3-1",2,1.7,"Todd Cantwell · 54&rsquor; Dennis Srbeny · 90+2&rsquor;","5","0","https://fbref.com/en/matches/464461f5/Everton-Norwich-City-November-23-2019-Premier-League","Everton","Home",990,0,0,0,0,18,7,3,0,589,20,5,10,1,1,0.7,35,0,349,477,73.2,59,348,17,12,4
"250","Premier League","2019-11-23","Premier League (Matchweek 13)","Everton","4-2-3-1",0,0.9,"","3","0","Norwich City","4-2-3-1",2,1.7,"Todd Cantwell · 54&rsquor; Dennis Srbeny · 90+2&rsquor;","5","0","https://fbref.com/en/matches/464461f5/Everton-Norwich-City-November-23-2019-Premier-League","Norwich City","Away",990,2,1,0,0,13,5,5,0,494,18,9,11,1.7,1.7,1.1,23,4,248,353,70.3,29,253,15,22,10
"251","Premier League","2019-11-23","Premier League (Matchweek 13)","Brighton & Hove Albion","3-4-3",0,0.6,"","2","0","Leicester City","4-1-4-1",2,3.6,"Ayoze Pérez · 64&rsquor; Jamie Vardy (P) · 82&rsquor;","0","0","https://fbref.com/en/matches/d0f6bac9/Brighton-and-Hove-Albion-Leicester-City-November-23-2019-Premier-League","Brighton & Hove Albion","Home",990,0,0,0,0,7,0,2,0,628,11,7,9,0.6,0.6,0.6,14,0,424,523,81.1,51,331,20,16,7
"252","Premier League","2019-11-23","Premier League (Matchweek 13)","Brighton & Hove Albion","3-4-3",0,0.6,"","2","0","Leicester City","4-1-4-1",2,3.6,"Ayoze Pérez · 64&rsquor; Jamie Vardy (P) · 82&rsquor;","0","0","https://fbref.com/en/matches/d0f6bac9/Brighton-and-Hove-Albion-Leicester-City-November-23-2019-Premier-League","Leicester City","Away",990,2,1,1,1,18,8,0,0,567,17,12,8,3.6,2.8,2.4,33,3,365,456,80,26,354,24,13,9
"253","Premier League","2019-11-23","Premier League (Matchweek 13)","Watford","5-3-2",0,1,"","1","0","Burnley","4-4-2",3,1.9,"Chris Wood · 53&rsquor; Ashley Barnes (P) · 82&rsquor; James Tarkowski · 88&rsquor;","3","0","https://fbref.com/en/matches/d4aea4c0/Watford-Burnley-November-23-2019-Premier-League","Watford","Home",990,0,0,0,0,15,4,1,0,560,11,1,5,1,1,0.7,27,0,336,461,72.9,24,296,27,7,6
"254","Premier League","2019-11-23","Premier League (Matchweek 13)","Watford","5-3-2",0,1,"","1","0","Burnley","4-4-2",3,1.9,"Chris Wood · 53&rsquor; Ashley Barnes (P) · 82&rsquor; James Tarkowski · 88&rsquor;","3","0","https://fbref.com/en/matches/d4aea4c0/Watford-Burnley-November-23-2019-Premier-League","Burnley","Away",990,3,0,1,1,10,4,3,0,391,6,12,10,2.2,1.4,0.7,17,4,177,283,62.5,8,162,9,11,8
"255","Premier League","2019-11-23","Premier League (Matchweek 13)","Manchester City","4-3-3",2,1,"Kevin De Bruyne · 29&rsquor; Riyad Mahrez · 37&rsquor;","1","0","Chelsea","4-3-3",1,0.9,"N'Golo Kanté · 21&rsquor;","1","0","https://fbref.com/en/matches/d16305c7/Manchester-City-Chelsea-November-23-2019-Premier-League","Manchester City","Home",990,2,1,0,0,15,4,1,0,691,15,10,8,1,1,0.5,25,3,503,603,83.4,47,485,23,16,10
